"id","name","address","local","city","state","zip","lat","lng","phone","description","created_at","updated_at"
"7767","Riddermarks Kennel","15 Corttiss Rd","North Grosvenordale, CT 06255","North Grosvenordale","CT","06255",NULL,NULL,"(774) 230-3996","42. Riddermarks KennelPet Boarding & KennelsPet GroomingAccreditedBusiness",NULL,NULL
"7768","Forever Reigning Cats & Dogs","23 Flagg St","Boylston, MA 01505","Boylston","MA","01505",NULL,NULL,"(508) 869-2020","43. Forever Reigning Cats & DogsPet Boarding & KennelsKennelsPet Sitting & Exercising Services18 Yearsin Business",NULL,NULL
"7769","Pinecrest Kennels","2065 West St","Wrentham, MA 02093","Wrentham","MA","02093",NULL,NULL,"(508) 883-8445","44. Pinecrest KennelsPet Boarding & KennelsPet Services13 Yearsin Business",NULL,NULL
"7770","Northeast K-9 Academy","9 Mill St","Webster, MA 01570","Webster","MA","01570",NULL,NULL,"(508) 949-3599","45. Northeast K-9 AcademyPet Boarding & KennelsPet TrainingPet Grooming26 Yearsin Business",NULL,NULL
"7771","Northeast K-9 Academy","9 Mill St","Dudley, MA 01571","Dudley","MA","01571",NULL,NULL,"(508) 949-3599","46. Northeast K-9 AcademyPet Boarding & KennelsPet TrainingPet Grooming",NULL,NULL
"7772","Kitty Cottage","Franklin 02038","Franklin, MA 02038","Franklin","MA","02038",NULL,NULL,"(508) 528-6456","47. Kitty CottagePet Boarding & KennelsWebsite",NULL,NULL
"7773","Pik A Pup Kennel","599 Concord St","Holliston, MA 01746","Holliston","MA","01746",NULL,NULL,"(508) 429-4431","48. Pik A Pup KennelPet Boarding & KennelsPet ServicesPet StoresWebsite122 Yearsin Business",NULL,NULL
"7774","Smithfield Kennels","15 Richard St","Smithfield, RI 02917","Smithfield","RI","02917",NULL,NULL,"(401) 231-9250","49. Smithfield KennelsPet Boarding & Kennels12 Yearsin Business",NULL,NULL
"7775","Taramanor Kennel","143 Millard Rd","North Attleboro, MA 02760","North Attleboro","MA","02760",NULL,NULL,"(508) 695-0210","50. Taramanor KennelPet Boarding & KennelsPet Services26 Yearsin Business",NULL,NULL
"7776","Animal Rescue League","139 Holden St","Worcester, MA 01606","Worcester","MA","01606",NULL,NULL,"(508) 852-1868","51. Animal Rescue LeaguePet Boarding & KennelsKennelsWebsite111 Yearsin Business",NULL,NULL
"7777","Svs","119 Herbert St","Framingham, MA 01702","Framingham","MA","01702",NULL,NULL,"(508) 405-0857","52. SvsPet Boarding & KennelsWebsite",NULL,NULL
"7778","Barton Brook Kennel & Humane Shelter Inc","305 River St","Leicester, MA 01524","Leicester","MA","01524",NULL,NULL,"(508) 892-0321","53. Barton Brook Kennel & Humane Shelter IncPet Boarding & KennelsPet StoresServicesAccreditedBusiness",NULL,NULL
"7779","Dog Daycare and Pet Boarding Facility","18 Granite St","Whitinsville, MA 01588","Whitinsville","MA","01588",NULL,NULL,"(508) 372-9376","54. Dog Daycare and Pet Boarding FacilityPet Boarding & KennelsPet Sitting & Exercising ServicesKennels",NULL,NULL
"7780","Dog Training Elite Worcester",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(508) 290-0363","55. Dog Training Elite WorcesterPet Boarding & KennelsDog TrainingWebsite",NULL,NULL
"7781","Sweetpea",,"Paxton, MA 01612","Paxton","MA","01612",NULL,NULL,"(508) 757-7959","56. SweetpeaPet Boarding & KennelsAnimal SheltersKennelsWebsite23 Yearsin Business",NULL,NULL
"7782","Kritter Sitter Pet Care and Grooming",,"Dudley, MA 01571","Dudley","MA","01571",NULL,NULL,"(508) 949-8653","57. Kritter Sitter Pet Care and GroomingPet Boarding & KennelsPet Grooming22 Yearsin Business",NULL,NULL
"7783","Daily Leash Dog Walking","133 Hecla St","Uxbridge, MA 01569","Uxbridge","MA","01569",NULL,NULL,"(508) 278-5267","58. Daily Leash Dog WalkingPet Boarding & KennelsKennelsPet Sitting & Exercising ServicesWebsite9 Yearsin Business",NULL,NULL
"7784","Paws Bed & Biscuit","97 Millville Rd","Mendon, MA 01756","Mendon","MA","01756",NULL,NULL,"(508) 478-6390","60. Paws Bed & BiscuitPet Boarding & KennelsPet ServicesWebsiteAccreditedBusiness",NULL,NULL
"7785","Kritter Sitter Pet Care and Grooming",,"Dudley, MA 01571","Dudley","MA","01571",NULL,NULL,"(508) 949-8653","61. Kritter Sitter Pet Care and GroomingPet Boarding & KennelsPet Grooming22 Yearsin Business",NULL,NULL
"7786","TLC Pet Haven","68 Worcester Providence Tpke","Sutton, MA 01590","Sutton","MA","01590",NULL,NULL,"(508) 865-3180","62. TLC Pet HavenPet Boarding & KennelsPet Sitting & Exercising ServicesPet StoresWebsite45 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7787","Critter Sitters","82 Chestnut Hill Rd","Millville, MA 01529","Millville","MA","01529",NULL,NULL,"(508) 883-3360","63. Critter SittersPet Boarding & KennelsDog & Cat Grooming & SuppliesKennelsWebsite27 Yearsin Business",NULL,NULL
"7788","Pupparoo Daycare","185 Pleasant St","south grafton, MA 01560","south grafton","MA","01560",NULL,NULL,"(774) 813-4393","64. Pupparoo DaycarePet Boarding & KennelsPet ServicesPet Specialty Services7 Yearsin Business",NULL,NULL
"7789","All Fur Friends Pet Sitting","46 Walden Way","Milford, MA 01757","Milford","MA","01757",NULL,NULL,"(508) 439-0981","66. All Fur Friends Pet SittingPet Boarding & KennelsPet ServicesWebsite",NULL,NULL
"7790","Le Petit Spa","10 Fay Mountain Rd","Grafton, MA 01519","Grafton","MA","01519",NULL,NULL,"(508) 340-2235","68. Le Petit SpaPet Boarding & KennelsKennels",NULL,NULL
"7791","Sun Catchers Tanning Spa","4 Cook St","Westborough, MA 01581","Westborough","MA","01581",NULL,NULL,"(508) 329-1089","69. Sun Catchers Tanning SpaPet Boarding & KennelsKennels",NULL,NULL
"7792","Puddlebank Farm","12 Cranberry Meadow Rd","Bellingham, MA 02019","Bellingham","MA","02019",NULL,NULL,"(508) 883-4663","71. Puddlebank FarmPet Boarding & KennelsPet Services(1)34 Yearsin Business",NULL,NULL
"7793","Starwood Pet Resort","205 Federal Hill Rd","Oxford, MA 01540","Oxford","MA","01540",NULL,NULL,"(508) 987-0077","72. Starwood Pet ResortPet Boarding & KennelsDog & Cat Grooming & SuppliesHolistic Practitioners(1)",NULL,NULL
"7794","VCA Auburn Animal Hospital","209 Southbridge St","Auburn, MA 01501","Auburn","MA","01501",NULL,NULL,"(774) 670-5091","73. VCA Auburn Animal HospitalPet Boarding & KennelsVeterinariansPet Services(5)Website25 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7795","Holliston Meadows Pet Resort","140 Summer St","Holliston, MA 01746","Holliston","MA","01746",NULL,NULL,"(508) 429-1500","75. Holliston Meadows Pet ResortPet Boarding & KennelsPet ServicesWebsite18 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7796","Community Animal Hospital","15 Clews St","Shrewsbury, MA 01545","Shrewsbury","MA","01545",NULL,NULL,"(508) 753-7077","76. Community Animal HospitalPet Boarding & KennelsVeterinariansDog & Cat Grooming & Supplies(1)Website23 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7797","Fairy Tails Pet Spa","281 Main St","Webster, MA 01570","Webster","MA","01570",NULL,NULL,"(508) 461-9744","77. Fairy Tails Pet SpaPet Boarding & KennelsKennelsPet GroomingAccreditedBusiness",NULL,NULL
"7798","Daily Leash","1506 Washington St","Holliston, MA 01746","Holliston","MA","01746",NULL,NULL,"(774) 233-2127","78. Daily LeashPet Boarding & KennelsPet Services11 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7799","Companion Pet Sitting","104 W Main St","Westborough, MA 01581","Westborough","MA","01581",NULL,NULL,"(508) 393-3370","79. Companion Pet SittingPet Boarding & KennelsPet Sitting & Exercising ServicesKennels",NULL,NULL
"7800","Pufff & Fluff Pet Service","1 W Main St","Hopkinton, MA 01748","Hopkinton","MA","01748",NULL,NULL,"(508) 207-0130","80. Pufff & Fluff Pet ServicePet Boarding & KennelsPet ServicesDog Day CareWebsite10 Yearsin Business",NULL,NULL
"7801","Medway Dog Wash","165 Main St Unit 102","Medway, MA 02053","Medway","MA","02053",NULL,NULL,"(508) 533-2833","81. Medway Dog WashPet Boarding & KennelsPet ServicesPet GroomingWebsite15 Yearsin BusinessAmenities:Wheelchair accessible",NULL,NULL
"7802","Content Pet","15 Skyline Dr","Franklin, MA 02038","Franklin","MA","02038",NULL,NULL,"(774) 291-9070","82. Content PetPet Boarding & KennelsPet ServicesWebsite12 Yearsin Business",NULL,NULL
"7803","Teaching Calm Dog Behavior Center","485 King St","Franklin, MA 02038","Franklin","MA","02038",NULL,NULL,"(508) 520-6722","83. Teaching Calm Dog Behavior CenterPet Boarding & KennelsKennelsPet Sitting & Exercising ServicesWebsite44 Yearsin Business",NULL,NULL
"7804","Northeast School For Dogs","133 Charlton St","Oxford, MA 01540","Oxford","MA","01540",NULL,NULL,"(508) 987-5392","84. Northeast School For DogsPet Boarding & KennelsPet TrainingKennelsWebsite27 Yearsin Business",NULL,NULL
"7805","Alpha Dog Center","70 Industrial Rd","Cumberland, RI 02864","Cumberland","RI","02864",NULL,NULL,"(401) 305-5222","85. Alpha Dog CenterPet Boarding & KennelsDog & Cat Grooming & SuppliesPet Training(15)Website15 Yearsin Business",NULL,NULL
"7806","Acorn Animal Hospital","20 Earls Way","Franklin, MA 02038","Franklin","MA","02038",NULL,NULL,"(508) 528-1135","86. Acorn Animal HospitalPet Boarding & KennelsVeterinariansVeterinary Clinics & Hospitals(3)WebsiteServices71 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7807","Southboro Kennels","47 Oregon Rd","Southborough, MA 01772","Southborough","MA","01772",NULL,NULL,"(508) 485-5136","87. Southboro KennelsPet Boarding & KennelsPet ServicesPet GroomingWebsite39 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7808","Ashland Animal Hospital","10 Fountain St","Ashland, MA 01721","Ashland","MA","01721",NULL,NULL,"(508) 881-2400","88. Ashland Animal HospitalPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinariansWebsiteServices46 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7809","Camp Canine","202 Pond St","Ashland, MA 01721","Ashland","MA","01721",NULL,NULL,"(508) 881-7364","89. Camp CaninePet Boarding & KennelsPet ServicesKennels(2)18 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7810","Northeast Kennels","686 Winter St","Walpole, MA 02081","Walpole","MA","02081",NULL,NULL,"(508) 668-2113","90. Northeast KennelsPet Boarding & KennelsPet ServicesPet Grooming(2)Website39 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7811","Acorn Animal Hospital","20 Earls Way","Franklin, MA 02038","Franklin","MA","02038",NULL,NULL,"(508) 528-1135","91. Acorn Animal HospitalPet Boarding & KennelsVeterinariansVeterinary Clinics & Hospitals(3)WebsiteServices71 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7812","Companion Pet Sitting","367 W Main St","Northborough, MA 01532","Northborough","MA","01532",NULL,NULL,"(508) 393-3370","92. Companion Pet SittingPet Boarding & KennelsPet Sitting & Exercising ServicesPet GroomingWebsite33 Yearsin BusinessAmenities:Wheelchair accessible",NULL,NULL
"7813","Southboro Kennels","47 Oregon Rd","Southborough, MA 01772","Southborough","MA","01772",NULL,NULL,"(508) 485-5136","93. Southboro KennelsPet Boarding & KennelsPet ServicesPet GroomingWebsite39 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7814","Amy Pet Sitting Service","6 Walter St","Worcester, MA 01609","Worcester","MA","01609",NULL,NULL,"(508) 304-9195","94. Amy Pet Sitting ServicePet Boarding & KennelsPet Sitting & Exercising ServicesKennels",NULL,NULL
"7815","Snippers Hair Club for Dogs & Cats","82 Dresser Hill Rd","Charlton, MA 01507","Charlton","MA","01507",NULL,NULL,"(508) 248-0056","96. Snippers Hair Club for Dogs & CatsPet Boarding & KennelsPet GroomingKennels(1)12 Yearsin Business",NULL,NULL
"7816","Doggone Fit","105 Flanders Rd","Westborough, MA 01581","Westborough","MA","01581",NULL,NULL,"(508) 529-1164","97. Doggone FitPet Boarding & KennelsPet Sitting & Exercising ServicesWebsite",NULL,NULL
"7817","Intermec New England","134 Flanders Rd","Westborough, MA 01581","Westborough","MA","01581",NULL,NULL,"(508) 870-8100","98. Intermec New EnglandPet Boarding & KennelsKennelsPet Sitting & Exercising Services",NULL,NULL
"7818","Worcester Animal Res","139 Park Ave","Worcester, MA 01609","Worcester","MA","01609",NULL,NULL,"(508) 853-0030","99. Worcester Animal ResPet Boarding & KennelsKennels",NULL,NULL
"7819","Next Level Pet Care","33 Monroe Ave","Worcester, MA 01602","Worcester","MA","01602",NULL,NULL,"(508) 556-0656","100. Next Level Pet CarePet Boarding & KennelsPet Specialty ServicesSitting Services",NULL,NULL
"7820","Karuna Veterinary Clinic","577 Grove St","Worcester, MA 01605","Worcester","MA","01605",NULL,NULL,"(508) 852-7862","101. Karuna Veterinary ClinicPet Boarding & KennelsVeterinarians",NULL,NULL
"7821","Countryside Veterinary Clinic","92 Ellery St","Wrentham, MA 02093","Wrentham","MA","02093",NULL,NULL,"(508) 384-8700","102. Countryside Veterinary ClinicPet Boarding & KennelsVeterinariansVeterinary Clinics & HospitalsWebsiteServices30 Yearsin Business",NULL,NULL
"7822","Zpup Dog Spa & Boutique","600 George Washington Hwy","Lincoln, RI 02865","Lincoln","RI","02865",NULL,NULL,"(401) 334-7787","103. Zpup Dog Spa & BoutiquePet Boarding & KennelsKennelsPet GroomingWebsite16 Yearsin Business",NULL,NULL
"7823","Look Squirrel Inn","328 Washington Hwy","Smithfield, RI 02917","Smithfield","RI","02917",NULL,NULL,"(401) 773-3300","104. Look Squirrel InnPet Boarding & KennelsPet GroomingWebsite",NULL,NULL
"7824","Skipton Pet Lodge","33 W Union St","Ashland, MA 01721","Ashland","MA","01721",NULL,NULL,"(978) 973-7855","105. Skipton Pet LodgePet Boarding & KennelsPet ServicesPet Sitting & Exercising ServicesWebsite9 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7825","Zpup Dog Spa","2000 Mendon Rd","Cumberland, RI 02864","Cumberland","RI","02864",NULL,NULL,"(401) 334-7787","106. Zpup Dog SpaPet Boarding & KennelsKennelsPet GroomingWebsite",NULL,NULL
"7826","Ashland Animal Hospital","10 Fountain St","Ashland, MA 01721","Ashland","MA","01721",NULL,NULL,"(508) 881-2400","107. Ashland Animal HospitalPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinariansWebsiteServices46 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7827","DR Jeffrey Dipaola Vmd","825 Main St","Millis, MA 02054","Millis","MA","02054",NULL,NULL,"(508) 376-9621","108. DR Jeffrey Dipaola VmdPet Boarding & KennelsVeterinariansVeterinary Clinics & HospitalsWebsiteServices",NULL,NULL
"7828","Newton Dog Walking","48 Woodland St","Sherborn, MA 01770","Sherborn","MA","01770",NULL,NULL,"(617) 965-3553","109. Newton Dog WalkingPet Boarding & KennelsPet Sitting & Exercising ServicesPet GroomingWebsite21 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7829","T B U","25 Commercial Dr Ste 11","Wrentham, MA 02093","Wrentham","MA","02093",NULL,NULL,"(774) 847-9531","110. T B UPet Boarding & KennelsPet ServicesWebsite10 Yearsin Business",NULL,NULL
"7830","Preferred Pet Care-Pet Sitting",,"Medfield, MA 02052","Medfield","MA","02052",NULL,NULL,"(508) 359-5062","111. Preferred Pet Care-Pet SittingPet Boarding & KennelsPet Sitting & Exercising Services",NULL,NULL
"7831","Ashmont Farm Pet Sitting Service","140 Maple St","Sherborn, MA 01770","Sherborn","MA","01770",NULL,NULL,"(508) 651-3974","112. Ashmont Farm Pet Sitting ServicePet Boarding & KennelsPet Sitting & Exercising ServicesKennels28 Yearsin Business",NULL,NULL
"7832","Lafleche Michelle","13 Mill Rd","Dudley, MA 01571","Dudley","MA","01571",NULL,NULL,"(508) 949-8653","113. Lafleche MichellePet Boarding & KennelsKennelsPet Sitting & Exercising Services",NULL,NULL
"7833","Worcester Cat Hospital & Bird Clinic","347 Park Ave","Worcester, MA 01610","Worcester","MA","01610",NULL,NULL,"(508) 798-0400","114. Worcester Cat Hospital & Bird ClinicPet Boarding & KennelsVeterinariansVeterinary Clinics & Hospitals(2)Website29 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7834","Camp Canine","202 Pond St","Ashland, MA 01721","Ashland","MA","01721",NULL,NULL,"(508) 881-7364","115. Camp CaninePet Boarding & KennelsPet ServicesKennels(2)18 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7835","Precious Furs Pet Resort",,"bar, fo 11111","bar","fo","11111",NULL,NULL,,"Precious Furs Pet ResortPet Boarding & KennelsPet GroomingDog Day CareKennelsPet Services(13)BBB Rating: A+WebsiteReservationsDirectionsMore Info19 Yearsin Business7 Years withYellow Pages",NULL,NULL
"7836","Gibson Kennels-139 Upton St",,"bar, fo 11111","bar","fo","11111",NULL,NULL,,"Gibson Kennels-139 Upton StDog & Cat Grooming & SuppliesKennelsDog Day CareWebsiteDirectionsMore Info22 Yearsin Business",NULL,NULL
"7837","Winterhill Farm & Kennel",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(508) 867-6929","1. Winterhill Farm & KennelPet Boarding & KennelsPet Grooming(4)Website31 Yearsin Business",NULL,NULL
"7838","Kylemore Terriers",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(617) 899-9738","2. Kylemore TerriersPet Boarding & KennelsDog & Cat Furnishings & SuppliesPet StoresWebsite14 Yearsin Business",NULL,NULL
"7839","Dog Training Elite Central Massachusetts",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(978) 480-6298","3. Dog Training Elite Central MassachusettsPet Boarding & KennelsDog & Cat Furnishings & SuppliesPet StoresWebsite",NULL,NULL
"7840","SIT K-9 OBEDIENCE",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(774) 239-0947","4. SIT K-9 OBEDIENCEPet Boarding & KennelsDog TrainingPet Breeders28 Yearsin Business",NULL,NULL
"7841","Precious Furs Pet Resort","13 Lovett Road","Oxford, MA 01540","Oxford","MA","01540",NULL,NULL,"(508) 987-2927","5. Precious Furs Pet ResortPet Boarding & KennelsKennelsPet Grooming(13)WebsiteReservationsDirectionsMore Info19 Yearsin Business7 Years withYellow PagesAccreditedBusiness",NULL,NULL
"7842","Aldrich Street Kennel","610 Aldrich St","Uxbridge, MA 01569","Uxbridge","MA","01569",NULL,NULL,"(508) 278-7790","8. Aldrich Street KennelPet Boarding & KennelsPet GroomingWebsite34 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7843","Bark-N-Bubbles","154 Riverlin St","Millbury, MA 01527","Millbury","MA","01527",NULL,NULL,"(508) 865-8155","9. Bark-N-BubblesPet Boarding & KennelsKennelsPet Sitting & Exercising ServicesWebsite9 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7844","Dog Love Retreat","11 Meadow Ln","Upton, MA 01568","Upton","MA","01568",NULL,NULL,"(508) 259-6069","10. Dog Love RetreatPet Boarding & Kennels",NULL,NULL
"7845","Apple Acres Boarding Kennel","6 Stowe Rd","Millbury, MA 01527","Millbury","MA","01527",NULL,NULL,"(508) 865-2227","11. Apple Acres Boarding KennelPet Boarding & KennelsPet GroomingWebsite25 Yearsin Business",NULL,NULL
"7846","Cobblestone Kennels","145 W River St","Upton, MA 01568","Upton","MA","01568",NULL,NULL,"(508) 529-3095","12. Cobblestone KennelsPet Boarding & Kennels",NULL,NULL
"7847","Northeast K-9 Academy","9 Mill St","Webster, MA 01570","Webster","MA","01570",NULL,NULL,"(508) 949-3599","13. Northeast K-9 AcademyPet Boarding & KennelsPet TrainingPet Grooming26 Yearsin Business",NULL,NULL
"7848","Northeast K-9 Academy","9 Mill St","Dudley, MA 01571","Dudley","MA","01571",NULL,NULL,"(508) 949-3599","14. Northeast K-9 AcademyPet Boarding & KennelsPet TrainingPet Grooming",NULL,NULL
"7849","Pampered Pets Sitting","Grafton 01519","Grafton, MA 01519","Grafton","MA","01519",NULL,NULL,"(774) 293-1590","15. Pampered Pets SittingPet Boarding & KennelsWebsite",NULL,NULL
"7850","Barkwood Inn","462 Worcester Rd","Charlton, MA 01507","Charlton","MA","01507",NULL,NULL,"(508) 248-7474","16. Barkwood InnPet Boarding & KennelsPet Sitting & Exercising ServicesWebsite15 Yearsin BusinessAccreditedBusiness",NULL,NULL
"7851","Canine Camp","48 Shore Dr","Upton, MA 01568","Upton","MA","01568",NULL,NULL,"(508) 529-1164","19. Canine CampPet Boarding & KennelsPet Sitting & Exercising ServicesWebsite19 Yearsin Business",NULL,NULL
